words,mash,vowel rt,consonant rt,ttr
day,0,0.3333333333333333,0.6666666666666667,1.0
rate,0,0.5,0.5,1.0
do,0,0.5,0.5,1.0
within,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
can,0,0.3333333333333333,0.6666666666666667,1.0
with,0,0.25,0.75,1.0
Age,0,0.3333333333333333,0.6666666666666667,1.0
tail,0,0.5,0.5,1.0
highways,0,0.25,0.75,0.875
to,0,0.5,0.5,1.0
hours,0,0.4,0.6,1.0
in,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
ideal,0,0.6,0.4,1.0
forcibly,0,0.25,0.75,1.0
without,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
with,0,0.25,0.75,1.0
morning,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
is,0,0.5,0.5,1.0
cups,0,0.25,0.75,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
daughters,0,0.3333333333333333,0.6666666666666667,1.0
rooted,0,0.5,0.5,0.8333333333333334
about,0,0.6,0.4,1.0
giving,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
did,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
came,0,0.5,0.5,1.0
ancient,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
the,0,0.3333333333333333,0.6666666666666667,1.0
Gown,0,0.25,0.75,1.0
position,0,0.5,0.5,0.75
safe,0,0.5,0.5,1.0
Queen,0,0.6,0.4,0.8
per,0,0.3333333333333333,0.6666666666666667,1.0
studies,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
a,0,1.0,0.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
attacks,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
the,0,0.3333333333333333,0.6666666666666667,1.0
measures,0,0.5,0.5,0.75
though,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
a,0,1.0,0.0,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
its,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
other,0,0.4,0.6,1.0
this,0,0.25,0.75,1.0
current,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
most,0,0.25,0.75,1.0
to,0,0.5,0.5,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
give,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
by,0,0.0,1.0,1.0
with,0,0.25,0.75,1.0
must,0,0.25,0.75,1.0
of,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
in,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
coated,0,0.5,0.5,1.0
colors,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
veil,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
possibly,0,0.25,0.75,0.875
hot,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
an,0,0.5,0.5,1.0
black,0,0.2,0.8,1.0
off,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
a,0,1.0,0.0,1.0
The,0,0.3333333333333333,0.6666666666666667,1.0
you,0,0.6666666666666666,0.33333333333333337,1.0
Knight,0,0.16666666666666666,0.8333333333333334,1.0
comeliest,0,0.4444444444444444,0.5555555555555556,0.8888888888888888
dry,0,0.0,1.0,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
in,0,0.5,0.5,1.0
aqueous,0,0.7142857142857143,0.2857142857142857,0.8571428571428571
are,0,0.6666666666666666,0.33333333333333337,1.0
founded,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
still,0,0.2,0.8,0.8
guards,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
is,0,0.5,0.5,1.0
these,0,0.4,0.6,0.8
is,0,0.5,0.5,1.0
offer,0,0.4,0.6,0.8
begins,0,0.3333333333333333,0.6666666666666667,1.0
opponent,0,0.375,0.625,0.625
as,0,0.5,0.5,1.0
sufficient,0,0.4,0.6,0.8
or,0,0.5,0.5,1.0
makes,0,0.4,0.6,1.0
read,0,0.5,0.5,1.0
sent,0,0.25,0.75,1.0
could,0,0.4,0.6,1.0
travelers,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
sneer,0,0.4,0.6,0.8
special,0,0.42857142857142855,0.5714285714285714,1.0
of,0,0.5,0.5,1.0
At,0,0.0,1.0,1.0
daze,0,0.5,0.5,1.0
developed,0,0.4444444444444444,0.5555555555555556,0.6666666666666666
flips,0,0.2,0.8,1.0
naked,0,0.4,0.6,1.0
Hollow,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
remain,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
Salaman,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
be,0,0.5,0.5,1.0
us,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
what,0,0.25,0.75,1.0
powerful,0,0.375,0.625,1.0
quadricyclane,0,0.38461538461538464,0.6153846153846154,0.8461538461538461
and,0,0.3333333333333333,0.6666666666666667,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
walking,0,0.2857142857142857,0.7142857142857143,1.0
enhancement,0,0.36363636363636365,0.6363636363636364,0.6363636363636364
a,0,1.0,0.0,1.0
to,0,0.5,0.5,1.0
practice,0,0.375,0.625,0.875
of,0,0.5,0.5,1.0
surface,0,0.42857142857142855,0.5714285714285714,1.0
downward,0,0.25,0.75,0.75
photosynthesis,0,0.2857142857142857,0.7142857142857143,0.6428571428571429
before,0,0.5,0.5,0.8333333333333334
Great,0,0.4,0.6,1.0
Flame,0,0.4,0.6,1.0
himself,0,0.2857142857142857,0.7142857142857143,1.0
noise,0,0.6,0.4,1.0
as,0,0.5,0.5,1.0
The,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
in,0,0.5,0.5,1.0
bickering,0,0.3333333333333333,0.6666666666666667,0.8888888888888888
is,0,0.5,0.5,1.0
turning,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
to,0,0.5,0.5,1.0
hand,0,0.25,0.75,1.0
in,0,0.5,0.5,1.0
with,0,0.25,0.75,1.0
a,0,1.0,0.0,1.0
region,0,0.5,0.5,1.0
multiple,0,0.375,0.625,0.875
chalk,0,0.2,0.8,1.0
another,0,0.42857142857142855,0.5714285714285714,1.0
to,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
kingdom,0,0.2857142857142857,0.7142857142857143,1.0
buttocks,0,0.25,0.75,0.875
individual,0,0.5,0.5,0.7
or,0,0.5,0.5,1.0
adequate,0,0.625,0.375,0.75
and,0,0.3333333333333333,0.6666666666666667,1.0
to,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
is,0,0.5,0.5,1.0
is,0,0.5,0.5,1.0
door,0,0.5,0.5,0.75
hands,0,0.2,0.8,1.0
populated,0,0.4444444444444444,0.5555555555555556,0.8888888888888888
attack,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
are,0,0.6666666666666666,0.33333333333333337,1.0
in,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
I,0,0.0,1.0,1.0
a,0,1.0,0.0,1.0
Put,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
surcease,0,0.5,0.5,0.75
trapped,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
little,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
will,0,0.25,0.75,0.75
also,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
beautiful,0,0.5555555555555556,0.4444444444444444,0.8888888888888888
Anor,0,0.25,0.75,1.0
are,0,0.6666666666666666,0.33333333333333337,1.0
Poe,0,0.6666666666666666,0.33333333333333337,1.0
completely,0,0.3,0.7,0.8
have,0,0.5,0.5,1.0
of,0,0.5,0.5,1.0
in,0,0.5,0.5,1.0
long,0,0.25,0.75,1.0
strike,0,0.3333333333333333,0.6666666666666667,1.0
returning,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
without,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
yield,0,0.4,0.6,1.0
poor,0,0.5,0.5,0.75
with,0,0.25,0.75,1.0
nanowire,0,0.5,0.5,0.875
with,0,0.25,0.75,1.0
is,0,0.5,0.5,1.0
living,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
SNSPDs,0,0.0,1.0,0.8333333333333334
time,0,0.5,0.5,1.0
molecules,0,0.4444444444444444,0.5555555555555556,0.7777777777777778
Depending,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
In,0,0.0,1.0,1.0
to,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
complete,0,0.375,0.625,0.875
we,0,0.5,0.5,1.0
has,0,0.3333333333333333,0.6666666666666667,1.0
essential,0,0.4444444444444444,0.5555555555555556,0.7777777777777778
the,0,0.3333333333333333,0.6666666666666667,1.0
blind,0,0.2,0.8,1.0
wire,0,0.5,0.5,1.0
cried,0,0.4,0.6,1.0
causing,0,0.42857142857142855,0.5714285714285714,1.0
America,0,0.42857142857142855,0.5714285714285714,1.0
changes,0,0.2857142857142857,0.7142857142857143,1.0
attack,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
come,0,0.5,0.5,1.0
proceed,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
kidnap,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
find,0,0.25,0.75,1.0
this,0,0.25,0.75,1.0
compatible,0,0.4,0.6,1.0
time,0,0.5,0.5,1.0
its,0,0.3333333333333333,0.6666666666666667,1.0
out,0,0.6666666666666666,0.33333333333333337,1.0
aliment,0,0.42857142857142855,0.5714285714285714,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
face,0,0.5,0.5,1.0
Dark,0,0.25,0.75,1.0
went,0,0.25,0.75,1.0
here,0,0.5,0.5,0.75
functional,0,0.4,0.6,0.9
and,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
a,0,1.0,0.0,1.0
was,0,0.3333333333333333,0.6666666666666667,1.0
two,0,0.3333333333333333,0.6666666666666667,1.0
on,0,0.5,0.5,1.0
minions,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
to,0,0.5,0.5,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
are,0,0.6666666666666666,0.33333333333333337,1.0
my,0,0.0,1.0,1.0
as,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
Memorial,0,0.5,0.5,1.0
by,0,0.0,1.0,1.0
Ranni,0,0.4,0.6,0.8
inductance,0,0.4,0.6,0.8
my,0,0.0,1.0,1.0
of,0,0.5,0.5,1.0
master,0,0.3333333333333333,0.6666666666666667,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
Age,0,0.3333333333333333,0.6666666666666667,1.0
frequencies,0,0.45454545454545453,0.5454545454545454,0.8181818181818182
any,0,0.3333333333333333,0.6666666666666667,1.0
short,0,0.2,0.8,1.0
together,0,0.375,0.625,0.75
for,0,0.3333333333333333,0.6666666666666667,1.0
for,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
brute,0,0.4,0.6,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
all,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
for,0,0.3333333333333333,0.6666666666666667,1.0
Knight,0,0.16666666666666666,0.8333333333333334,1.0
manifestation,0,0.46153846153846156,0.5384615384615384,0.6923076923076923
chemical,0,0.375,0.625,0.875
her,0,0.3333333333333333,0.6666666666666667,1.0
of,0,0.5,0.5,1.0
in,0,0.5,0.5,1.0
leaving,0,0.42857142857142855,0.5714285714285714,1.0
out,0,0.6666666666666666,0.33333333333333337,1.0
Marika,0,0.5,0.5,0.8333333333333334
Tulle,0,0.4,0.6,0.8
wild,0,0.25,0.75,1.0
my,0,0.0,1.0,1.0
tin,0,0.3333333333333333,0.6666666666666667,1.0
When,0,0.25,0.75,1.0
solutions,0,0.4444444444444444,0.5555555555555556,0.7777777777777778
optical,0,0.42857142857142855,0.5714285714285714,1.0
Phase,0,0.4,0.6,1.0
grass,0,0.2,0.8,0.8
cells,0,0.2,0.8,0.8
or,0,0.5,0.5,1.0
intricate,0,0.4444444444444444,0.5555555555555556,0.7777777777777778
and,0,0.3333333333333333,0.6666666666666667,1.0
monarch,0,0.2857142857142857,0.7142857142857143,1.0
by,0,0.0,1.0,1.0
functional,0,0.4,0.6,0.9
transformed,0,0.2727272727272727,0.7272727272727273,0.9090909090909091
this,0,0.25,0.75,1.0
innocent,0,0.375,0.625,0.75
insoluble,0,0.4444444444444444,0.5555555555555556,0.8888888888888888
It,0,0.0,1.0,1.0
to,0,0.5,0.5,1.0
whose,0,0.4,0.6,1.0
later,0,0.4,0.6,1.0
stamina,0,0.42857142857142855,0.5714285714285714,0.8571428571428571
early,0,0.4,0.6,1.0
I,0,0.0,1.0,1.0
take,0,0.5,0.5,1.0
prophesying,0,0.2727272727272727,0.7272727272727273,0.9090909090909091
passed,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
will,0,0.25,0.75,0.75
mystery,0,0.14285714285714285,0.8571428571428572,0.8571428571428571
then,0,0.25,0.75,1.0
acquires,0,0.5,0.5,1.0
accelerations,0,0.46153846153846156,0.5384615384615384,0.7692307692307693
a,0,1.0,0.0,1.0
festering,0,0.3333333333333333,0.6666666666666667,0.8888888888888888
trying,0,0.16666666666666666,0.8333333333333334,1.0
cried,0,0.4,0.6,1.0
there,0,0.4,0.6,0.8
carbon,0,0.3333333333333333,0.6666666666666667,1.0
on,0,0.5,0.5,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
symbols,0,0.14285714285714285,0.8571428571428572,0.8571428571428571
of,0,0.5,0.5,1.0
away,0,0.5,0.5,0.75
or,0,0.5,0.5,1.0
themselves,0,0.3,0.7,0.7
also,0,0.5,0.5,1.0
require,0,0.5714285714285714,0.4285714285714286,0.7142857142857143
their,0,0.4,0.6,1.0
and,0,0.3333333333333333,0.6666666666666667,1.0
influenced,0,0.4,0.6,0.8
only,0,0.25,0.75,1.0
poise,0,0.6,0.4,1.0
practical,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
Guinea,0,0.6666666666666666,0.33333333333333337,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
together,0,0.375,0.625,0.75
of,0,0.5,0.5,1.0
tenderly,0,0.25,0.75,0.875
to,0,0.5,0.5,1.0
have,0,0.5,0.5,1.0
corner,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
A,0,0.0,1.0,1.0
live,0,0.5,0.5,1.0
then,0,0.25,0.75,1.0
cast,0,0.25,0.75,1.0
in,0,0.5,0.5,1.0
flannel,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
that,0,0.25,0.75,0.75
Hollow,0,0.3333333333333333,0.6666666666666667,0.6666666666666666
staggered,0,0.3333333333333333,0.6666666666666667,0.7777777777777778
air,0,0.6666666666666666,0.33333333333333337,1.0
inflict,0,0.2857142857142857,0.7142857142857143,0.8571428571428571
class,0,0.2,0.8,0.8
Finger,0,0.3333333333333333,0.6666666666666667,1.0
to,0,0.5,0.5,1.0
attacks,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
I,0,0.0,1.0,1.0
will,0,0.25,0.75,0.75
a,0,1.0,0.0,1.0
This,0,0.25,0.75,1.0
to,0,0.5,0.5,1.0
either,0,0.5,0.5,0.8333333333333334
known,0,0.2,0.8,0.8
would,0,0.4,0.6,1.0
when,0,0.25,0.75,1.0
charged,0,0.2857142857142857,0.7142857142857143,1.0
a,0,1.0,0.0,1.0
spirit,0,0.3333333333333333,0.6666666666666667,0.8333333333333334
endless,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
and,0,0.3333333333333333,0.6666666666666667,1.0
Section,0,0.42857142857142855,0.5714285714285714,1.0
come,0,0.5,0.5,1.0
reunite,0,0.5714285714285714,0.4285714285714286,0.8571428571428571
this,0,0.25,0.75,1.0
poisonous,0,0.5555555555555556,0.4444444444444444,0.6666666666666666
Marika,0,0.5,0.5,0.8333333333333334
felt,0,0.25,0.75,1.0
you,0,0.6666666666666666,0.33333333333333337,1.0
still,0,0.2,0.8,0.8
friends,0,0.2857142857142857,0.7142857142857143,1.0
the,0,0.3333333333333333,0.6666666666666667,1.0
head,0,0.5,0.5,1.0
to,0,0.5,0.5,1.0
was,0,0.3333333333333333,0.6666666666666667,1.0
something,0,0.3333333333333333,0.6666666666666667,1.0
